0,1,2,3,4,5,6,7,8,9,10,11
0.49018133,0.47460282,-0.45517772,2544.000000,17.000000,1.000000,159088304.000000,6.000000,8.000000,0.001384,0.707106,0.707106
0.49638546,0.46867073,-0.45511788,2544.000000,17.000000,1.000000,159088304.000000,7.000000,8.000000,0.001384,0.707106,0.707106
0.49646753,0.46192175,-0.45493895,2544.000000,17.000000,1.000000,159088304.000000,6.000000,8.000000,0.000978,0.000978,0.999999
0.49026346,0.46778268,-0.45493895,2544.000000,17.000000,1.000000,159088304.000000,7.000000,2.000000,0.000978,0.000978,0.999999
0.48389515,0.47392803,-0.45499867,2544.000000,17.000000,1.000000,159088304.000000,9.000000,2.000000,0.000978,0.000978,0.999999
0.47760892,0.47993112,-0.45535678,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.000978,0.000978,0.999999
0.46754271,0.47598821,-0.45499867,2544.000000,17.000000,1.000000,159088304.000000,7.000000,8.000000,0.001384,0.707106,0.707106
0.47378790,0.47002053,-0.45458084,2544.000000,17.000000,1.000000,159088304.000000,7.000000,8.000000,0.001384,0.707106,0.707106
0.48015624,0.46394634,-0.45493895,2544.000000,17.000000,1.000000,159088304.000000,7.000000,8.000000,0.001384,0.707106,0.707106
0.48636037,0.45801425,-0.45499867,2544.000000,17.000000,1.000000,159088304.000000,9.000000,2.000000,0.001384,0.707106,0.707106
0.49264657,0.45201111,-0.45493895,2544.000000,17.000000,1.000000,159088304.000000,9.000000,2.000000,0.001384,0.707106,0.707106
0.49889165,0.44604355,-0.45428246,2544.000000,17.000000,1.000000,159088304.000000,6.000000,13.000000,0.001384,0.707106,0.707106
0.49486518,0.44490689,-0.45505840,2544.000000,17.000000,1.000000,159088304.000000,8.000000,8.000000,0.000978,0.000978,0.999999
0.48825026,0.45112318,-0.45458084,2544.000000,17.000000,1.000000,159088304.000000,7.000000,8.000000,0.000978,0.000978,0.999999
0.48208734,0.45701969,-0.45499867,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.000978,0.000978,0.999999
0.47588328,0.46302283,-0.45464057,2544.000000,17.000000,1.000000,159088304.000000,9.000000,8.000000,0.000978,0.000978,0.999999
0.46951482,0.46909702,-0.45428246,2544.000000,17.000000,1.000000,159088304.000000,8.000000,8.000000,0.000978,0.000978,0.999999
0.46314645,0.47524220,-0.45392436,2544.000000,17.000000,1.000000,159088304.000000,6.000000,3.000000,0.000978,0.000978,0.999999
0.44116527,0.47897202,-0.45452112,2544.000000,17.000000,1.000000,159088304.000000,10.000000,2.000000,0.001384,0.707106,0.707106
0.44736925,0.47303987,-0.45428246,2544.000000,17.000000,1.000000,159088304.000000,10.000000,8.000000,0.001384,0.707106,0.707106
0.45386097,0.46693021,-0.45475990,2544.000000,17.000000,1.000000,159088304.000000,8.000000,2.000000,0.001384,0.707106,0.707106
0.46027046,0.46082056,-0.45434207,2544.000000,17.000000,1.000000,159088304.000000,10.000000,8.000000,0.001384,0.707106,0.707106
0.46647450,0.45481741,-0.45493895,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.001384,0.707106,0.707106
0.47251415,0.44902730,-0.45452112,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.001384,0.707106,0.707106
0.47896472,0.44281107,-0.45487911,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.001384,0.707106,0.707106
0.48537424,0.43670142,-0.45511788,2544.000000,17.000000,1.000000,159088304.000000,10.000000,8.000000,0.001384,0.707106,0.707106
0.49145508,0.43094701,-0.45452112,2544.000000,17.000000,1.000000,159088304.000000,13.000000,8.000000,0.001384,0.707106,0.707106
0.49770010,0.42490828,-0.45529693,2544.000000,17.000000,1.000000,159088304.000000,13.000000,8.000000,0.001384,0.707106,0.707106
0.49330395,0.42352289,-0.45487911,2544.000000,17.000000,1.000000,159088304.000000,9.000000,8.000000,0.000978,0.000978,0.999999
0.48709980,0.42952603,-0.45464057,2544.000000,17.000000,1.000000,159088304.000000,5.000000,8.000000,0.000978,0.000978,0.999999
0.48085475,0.43549365,-0.45446151,2544.000000,17.000000,1.000000,159088304.000000,9.000000,8.000000,0.000978,0.000978,0.999999
0.47460955,0.44139022,-0.45475990,2544.000000,17.000000,1.000000,159088304.000000,8.000000,8.000000,0.000978,0.000978,0.999999
0.46824124,0.44746441,-0.45517772,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.000978,0.000978,0.999999
0.46183172,0.45364517,-0.45470017,2544.000000,17.000000,1.000000,159088304.000000,15.000000,8.000000,0.000978,0.000978,0.999999
0.45570990,0.45950621,-0.45470017,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.000978,0.000978,0.999999
0.44942364,0.46543837,-0.45493895,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.000978,0.000978,0.999999
0.44293195,0.47161901,-0.45458084,2544.000000,17.000000,1.000000,159088304.000000,7.000000,8.000000,0.000978,0.000978,0.999999
0.43664575,0.47769320,-0.45440179,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.000978,0.000978,0.999999
0.41634914,0.48117435,-0.45404369,2544.000000,17.000000,1.000000,159088304.000000,8.000000,8.000000,0.001384,0.707106,0.707106
0.42251205,0.47513568,-0.45434207,2544.000000,17.000000,1.000000,159088304.000000,10.000000,8.000000,0.001384,0.707106,0.707106
0.42888042,0.46913248,-0.45422274,2544.000000,17.000000,1.000000,159088304.000000,6.000000,2.000000,0.001384,0.707106,0.707106
0.43516663,0.46305835,-0.45422274,2544.000000,17.000000,1.000000,159088304.000000,11.000000,2.000000,0.001384,0.707106,0.707106
0.44174048,0.45680660,-0.45464057,2544.000000,17.000000,1.000000,159088304.000000,12.000000,8.000000,0.001384,0.707106,0.707106
0.44790339,0.45091003,-0.45434207,2544.000000,17.000000,1.000000,159088304.000000,20.000000,2.000000,0.001384,0.707106,0.707106
0.45414856,0.44494230,-0.45475990,2544.000000,17.000000,1.000000,159088304.000000,21.000000,8.000000,0.001384,0.707106,0.707106
0.46055812,0.43883264,-0.45452112,2544.000000,17.000000,1.000000,159088304.000000,8.000000,8.000000,0.001384,0.707106,0.707106
0.46676207,0.43282956,-0.45440179,2544.000000,17.000000,1.000000,159088304.000000,9.000000,2.000000,0.001384,0.707106,0.707106
0.47300723,0.42686188,-0.45434207,2544.000000,17.000000,1.000000,159088304.000000,10.000000,2.000000,0.001384,0.707106,0.707106
0.47945783,0.42064571,-0.45487911,2544.000000,17.000000,1.000000,159088304.000000,10.000000,8.000000,0.001384,0.707106,0.707106
0.48570296,0.41467810,-0.45434207,2544.000000,17.000000,1.000000,159088304.000000,9.000000,8.000000,0.001384,0.707106,0.707106
0.49186587,0.40885258,-0.45446151,2544.000000,17.000000,1.000000,159088304.000000,5.000000,8.000000,0.001384,0.707106,0.707106
0.49794668,0.40302700,-0.45458084,2544.000000,17.000000,1.000000,159088304.000000,7.000000,8.000000,0.001384,0.707106,0.707106
0.49720711,0.39833808,-0.45481950,2544.000000,17.000000,1.000000,159088304.000000,9.000000,8.000000,0.000978,0.000978,0.999999
0.49096197,0.40430576,-0.45481950,2544.000000,17.000000,1.000000,159088304.000000,9.000000,8.000000,0.000978,0.000978,0.999999
0.48484007,0.41009581,-0.45475990,2544.000000,17.000000,1.000000,159088304.000000,8.000000,8.000000,0.000978,0.000978,0.999999
0.47855392,0.41602790,-0.45440179,2544.000000,17.000000,1.000000,159088304.000000,10.000000,8.000000,0.000978,0.000978,0.999999
0.47222656,0.42220861,-0.45458084,2544.000000,17.000000,1.000000,159088304.000000,15.000000,8.000000,0.000978,0.000978,0.999999
0.46614575,0.42803419,-0.45487911,2544.000000,17.000000,1.000000,159088304.000000,16.000000,8.000000,0.000978,0.000978,0.999999
0.45969522,0.43410832,-0.45428246,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.000978,0.000978,0.999999
0.45332685,0.44011146,-0.45458084,2544.000000,17.000000,1.000000,159088304.000000,19.000000,2.000000,0.000978,0.000978,0.999999
0.44708171,0.44607908,-0.45505840,2544.000000,17.000000,1.000000,159088304.000000,24.000000,8.000000,0.000978,0.000978,0.999999
0.44087768,0.45215321,-0.45392436,2544.000000,17.000000,1.000000,159088304.000000,18.000000,13.000000,0.000978,0.000978,0.999999
0.43463248,0.45804983,-0.45440179,2544.000000,17.000000,1.000000,159088304.000000,11.000000,2.000000,0.000978,0.000978,0.999999
0.42805868,0.46437258,-0.45386463,2544.000000,17.000000,1.000000,159088304.000000,11.000000,8.000000,0.000978,0.000978,0.999999
0.42177251,0.47037572,-0.45392436,2544.000000,17.000000,1.000000,159088304.000000,6.000000,2.000000,0.000978,0.000978,0.999999
0.41569167,0.47620136,-0.45452112,2544.000000,17.000000,1.000000,159088304.000000,12.000000,8.000000,0.000978,0.000978,0.999999
0.39408022,0.47783530,-0.45422274,2544.000000,17.000000,1.000000,159088304.000000,8.000000,8.000000,0.001384,0.707106,0.707106
0.40044865,0.47176111,-0.45350653,2544.000000,17.000000,1.000000,159088304.000000,8.000000,13.000000,0.001384,0.707106,0.707106
0.40681702,0.46568692,-0.45475990,2544.000000,17.000000,1.000000,159088304.000000,12.000000,8.000000,0.001384,0.707106,0.707106
0.41297996,0.45979035,-0.45428246,2544.000000,17.000000,1.000000,159088304.000000,17.000000,8.000000,0.001384,0.707106,0.707106
0.41938949,0.45368063,-0.45392436,2544.000000,17.000000,1.000000,159088304.000000,14.000000,8.000000,0.001384,0.707106,0.707106
0.42584008,0.44746441,-0.45428246,2544.000000,17.000000,1.000000,159088304.000000,12.000000,8.000000,0.001384,0.707106,0.707106
0.43204409,0.44146127,-0.45452112,2544.000000,17.000000,1.000000,159088304.000000,23.000000,8.000000,0.001384,0.707106,0.707106
0.43845350,0.43535161,-0.45458084,2544.000000,17.000000,1.000000,159088304.000000,28.000000,8.000000,0.001384,0.707106,0.707106
0.44502744,0.42909980,-0.45499867,2544.000000,17.000000,1.000000,159088304.000000,23.000000,8.000000,0.001384,0.707106,0.707106
0.45102599,0.42334533,-0.45481950,2544.000000,17.000000,1.000000,159088304.000000,19.000000,8.000000,0.001384,0.707106,0.707106
0.45727110,0.41730666,-0.45523745,2544.000000,17.000000,1.000000,159088304.000000,13.000000,8.000000,0.001384,0.707106,0.707106
0.46355733,0.41137457,-0.45452112,2544.000000,17.000000,1.000000,159088304.000000,13.000000,2.000000,0.001384,0.707106,0.707106
0.46984354,0.40537143,-0.45446151,2544.000000,17.000000,1.000000,159088304.000000,9.000000,8.000000,0.001384,0.707106,0.707106
0.47592434,0.39954597,-0.45470017,2544.000000,17.000000,1.000000,159088304.000000,9.000000,8.000000,0.001384,0.707106,0.707106
0.48208734,0.39364928,-0.45416301,2544.000000,17.000000,1.000000,159088304.000000,8.000000,8.000000,0.001384,0.707106,0.707106
0.48853797,0.38750410,-0.45434207,2544.000000,17.000000,1.000000,159088304.000000,6.000000,8.000000,0.001384,0.707106,0.707106
